subscriber_id,segment_truth,days_since_last_visit,purchase_count_90d,avg_order_value,last_category,subscribe_channel,is_loyalty_member,state,last_engagement_date
sub_00137,price_sensitive,13,2,93.46,beauty,popup,True,PA,2026-04-18
sub_00138,price_sensitive,8,4,90.97,electronics,referral,True,TX,2026-04-23
sub_00139,price_sensitive,5,2,108.81,wellness,paid_social,False,CA,2026-04-26
sub_00140,new_subscriber,4,0,38.62,apparel,paid_social,False,TX,2026-04-27
sub_00141,high_intent_browser,2,2,44.78,kids,popup,False,PA,2026-04-29
sub_00142,price_sensitive,22,1,44.71,beauty,popup,False,GA,2026-04-09
sub_00143,new_subscriber,1,1,66.32,home,referral,True,OH,2026-04-30
sub_00144,winback_dormant,44,9,159.54,home,popup,False,MA,2026-03-18
sub_00145,high_intent_browser,4,2,24.73,electronics,checkout_optin,False,IL,2026-04-27
sub_00146,high_intent_browser,2,0,12.38,wellness,paid_social,False,NY,2026-04-29
sub_00147,high_intent_browser,8,0,27.33,kids,loyalty_signup,False,WA,2026-04-23
sub_00148,vip_loyalist,6,33,602.17,kids,popup,True,IL,2026-04-25
sub_00149,post_purchase,8,4,239.93,wellness,loyalty_signup,False,CA,2026-04-23
sub_00150,high_intent_browser,4,2,20.53,apparel,checkout_optin,False,GA,2026-04-27
sub_00151,new_subscriber,3,0,35.18,home,loyalty_signup,True,WA,2026-04-28
sub_00152,vip_loyalist,8,25,1120.86,electronics,checkout_optin,True,TX,2026-04-23
sub_00153,high_intent_browser,6,1,8.99,electronics,popup,True,TX,2026-04-25
sub_00154,post_purchase,8,3,139.05,kids,paid_social,False,GA,2026-04-23
sub_00155,new_subscriber,3,0,49.25,kids,referral,False,CA,2026-04-28
sub_00156,high_intent_browser,2,0,35.47,apparel,popup,False,FL,2026-04-29
sub_00157,high_intent_browser,5,1,57.76,wellness,referral,False,TX,2026-04-26
sub_00158,vip_loyalist,18,26,1531.77,electronics,paid_social,True,CA,2026-04-13
sub_00159,price_sensitive,17,0,92.79,apparel,referral,False,NY,2026-04-14
sub_00160,high_intent_browser,4,0,65.91,home,popup,False,OH,2026-04-27
sub_00161,new_subscriber,1,0,0,home,loyalty_signup,False,FL,2026-04-30
sub_00162,high_intent_browser,3,0,62.76,beauty,checkout_optin,False,WA,2026-04-28
sub_00163,high_intent_browser,2,0,50.27,electronics,paid_social,False,OH,2026-04-29
sub_00164,new_subscriber,3,0,31.39,home,checkout_optin,False,GA,2026-04-28
sub_00165,high_intent_browser,2,1,29.8,apparel,popup,True,TX,2026-04-29
sub_00166,price_sensitive,19,4,113.22,kids,popup,False,CA,2026-04-12
sub_00167,high_intent_browser,5,0,26.05,wellness,popup,False,MA,2026-04-26
sub_00168,high_intent_browser,5,1,68.16,kids,popup,False,IL,2026-04-26
sub_00169,price_sensitive,20,5,107.63,kids,checkout_optin,False,WA,2026-04-11
sub_00170,price_sensitive,23,4,54.52,home,loyalty_signup,False,GA,2026-04-08
sub_00171,vip_loyalist,19,29,375.83,apparel,referral,True,CA,2026-04-12
sub_00172,price_sensitive,18,2,53.65,beauty,popup,False,IL,2026-04-13
sub_00173,high_intent_browser,2,1,35.1,apparel,popup,False,NY,2026-04-29
sub_00174,price_sensitive,19,3,35.0,wellness,loyalty_signup,False,TX,2026-04-12
sub_00175,price_sensitive,18,4,114.16,electronics,checkout_optin,True,NY,2026-04-13
sub_00176,price_sensitive,27,3,87.89,apparel,referral,False,NY,2026-04-04
sub_00177,price_sensitive,21,3,40.13,home,loyalty_signup,False,OH,2026-04-10
sub_00178,vip_loyalist,4,34,898.67,wellness,paid_social,True,GA,2026-04-27
sub_00179,new_subscriber,4,0,47.68,beauty,referral,False,WA,2026-04-27
sub_00180,high_intent_browser,1,1,27.02,electronics,checkout_optin,False,IL,2026-04-30
sub_00181,price_sensitive,16,3,5.08,beauty,checkout_optin,False,WA,2026-04-15
sub_00182,new_subscriber,2,0,48.02,kids,popup,False,NY,2026-04-29
sub_00183,high_intent_browser,4,1,43.06,home,loyalty_signup,False,FL,2026-04-27
sub_00184,high_intent_browser,6,0,49.68,apparel,referral,False,MA,2026-04-25
sub_00185,new_subscriber,2,0,34.92,electronics,popup,True,GA,2026-04-29
sub_00186,new_subscriber,3,0,51.38,wellness,referral,False,GA,2026-04-28
sub_00187,post_purchase,4,3,49.38,electronics,referral,False,NY,2026-04-27
sub_00188,post_purchase,8,7,130.5,electronics,referral,False,GA,2026-04-23
sub_00189,post_purchase,6,2,128.22,beauty,loyalty_signup,False,MA,2026-04-25
sub_00190,post_purchase,9,4,139.62,kids,checkout_optin,False,NY,2026-04-22
sub_00191,post_purchase,10,3,152.72,electronics,paid_social,True,WA,2026-04-21
sub_00192,vip_loyalist,2,33,1010.16,electronics,paid_social,True,NY,2026-04-29
sub_00193,new_subscriber,4,0,18.63,home,loyalty_signup,False,CA,2026-04-27
sub_00194,high_intent_browser,3,1,29.79,home,popup,False,MA,2026-04-28
sub_00195,winback_dormant,61,6,206.91,electronics,referral,False,TX,2026-03-01
sub_00196,winback_dormant,156,11,275.12,kids,checkout_optin,False,TX,2025-11-26
sub_00197,price_sensitive,27,2,19.01,electronics,referral,False,OH,2026-04-04
sub_00198,new_subscriber,3,0,37.65,kids,referral,False,MA,2026-04-28
sub_00199,new_subscriber,2,0,38.66,home,loyalty_signup,False,IL,2026-04-29
sub_00200,price_sensitive,7,4,124.55,beauty,loyalty_signup,False,CA,2026-04-24
sub_00201,high_intent_browser,7,0,28.88,beauty,paid_social,False,GA,2026-04-24
sub_00202,high_intent_browser,9,1,27.6,apparel,paid_social,True,FL,2026-04-22
sub_00203,high_intent_browser,3,0,44.12,beauty,referral,False,TX,2026-04-28
sub_00204,new_subscriber,1,0,66.77,wellness,loyalty_signup,False,FL,2026-04-30
sub_00205,vip_loyalist,17,21,393.92,apparel,paid_social,True,NY,2026-04-14
sub_00206,high_intent_browser,5,1,28.93,electronics,checkout_optin,False,FL,2026-04-26
sub_00207,price_sensitive,18,0,49.07,apparel,checkout_optin,False,PA,2026-04-13
sub_00208,new_subscriber,1,0,16.99,kids,popup,False,WA,2026-04-30
sub_00209,new_subscriber,3,1,39.28,kids,loyalty_signup,False,NY,2026-04-28
sub_00210,vip_loyalist,1,23,1511.12,kids,checkout_optin,True,WA,2026-04-30
sub_00211,high_intent_browser,5,0,21.55,wellness,paid_social,False,FL,2026-04-26
sub_00212,price_sensitive,15,5,90.39,home,referral,False,OH,2026-04-16
sub_00213,winback_dormant,105,11,147.56,beauty,referral,False,WA,2026-01-16
sub_00214,high_intent_browser,4,0,42.38,apparel,referral,False,MA,2026-04-27
sub_00215,vip_loyalist,11,29,960.37,apparel,popup,True,FL,2026-04-20
sub_00216,post_purchase,2,5,216.7,wellness,paid_social,False,TX,2026-04-29
sub_00217,new_subscriber,3,0,12.75,kids,popup,False,PA,2026-04-28
sub_00218,new_subscriber,3,1,47.47,apparel,popup,False,TX,2026-04-28
sub_00219,post_purchase,5,3,119.43,home,checkout_optin,False,WA,2026-04-26
sub_00220,high_intent_browser,2,0,52.6,wellness,popup,False,MA,2026-04-29
sub_00221,vip_loyalist,9,30,623.84,apparel,referral,True,GA,2026-04-22
sub_00222,vip_loyalist,24,12,416.92,apparel,popup,True,PA,2026-04-07
sub_00223,high_intent_browser,5,1,37.52,apparel,popup,False,NY,2026-04-26
sub_00224,winback_dormant,111,7,309.95,home,paid_social,False,TX,2026-01-10
sub_00225,winback_dormant,124,5,356.18,kids,checkout_optin,False,NY,2025-12-28
sub_00226,price_sensitive,10,3,31.93,apparel,popup,True,CA,2026-04-21
sub_00227,post_purchase,2,3,50.45,electronics,loyalty_signup,False,GA,2026-04-29
sub_00228,high_intent_browser,6,0,50.58,wellness,referral,False,TX,2026-04-25
sub_00229,high_intent_browser,5,1,19.1,kids,checkout_optin,False,MA,2026-04-26
sub_00230,price_sensitive,19,2,57.5,home,loyalty_signup,False,GA,2026-04-12
sub_00231,winback_dormant,158,7,22.63,home,paid_social,False,CA,2025-11-24
sub_00232,post_purchase,5,3,8.0,electronics,referral,False,GA,2026-04-26
sub_00233,new_subscriber,4,0,54.08,kids,popup,False,IL,2026-04-27
sub_00234,price_sensitive,6,2,72.26,beauty,paid_social,True,OH,2026-04-25
sub_00235,new_subscriber,2,0,26.67,apparel,paid_social,False,MA,2026-04-29
sub_00236,high_intent_browser,5,0,37.4,kids,referral,False,FL,2026-04-26
sub_00237,winback_dormant,146,8,212.2,electronics,referral,False,OH,2025-12-06
sub_00238,post_purchase,8,3,9.05,wellness,loyalty_signup,False,GA,2026-04-23
sub_00239,high_intent_browser,2,1,42.49,kids,loyalty_signup,False,GA,2026-04-29
sub_00240,price_sensitive,20,0,66.71,electronics,loyalty_signup,False,WA,2026-04-11
sub_00241,new_subscriber,5,0,25.08,wellness,popup,False,OH,2026-04-26
sub_00242,new_subscriber,3,0,50.55,wellness,paid_social,False,IL,2026-04-28
sub_00243,price_sensitive,11,6,46.69,wellness,checkout_optin,False,CA,2026-04-20
sub_00244,price_sensitive,25,3,73.52,home,referral,False,NY,2026-04-06
sub_00245,post_purchase,8,2,18.22,kids,popup,False,GA,2026-04-23
sub_00246,high_intent_browser,8,2,23.89,beauty,loyalty_signup,False,FL,2026-04-23
sub_00247,high_intent_browser,4,3,20.08,apparel,paid_social,False,CA,2026-04-27
sub_00248,high_intent_browser,1,0,36.47,apparel,checkout_optin,False,CA,2026-04-30
sub_00249,winback_dormant,51,7,136.93,wellness,referral,False,NY,2026-03-11
sub_00250,price_sensitive,13,5,42.55,electronics,checkout_optin,False,CA,2026-04-18
sub_00251,price_sensitive,22,6,34.62,beauty,checkout_optin,True,GA,2026-04-09
sub_00252,post_purchase,9,4,110.1,electronics,popup,False,PA,2026-04-22
sub_00253,winback_dormant,100,7,292.09,apparel,loyalty_signup,True,FL,2026-01-21
sub_00254,new_subscriber,3,0,49.45,beauty,loyalty_signup,False,FL,2026-04-28
sub_00255,high_intent_browser,3,0,68.18,home,checkout_optin,False,NY,2026-04-28
sub_00256,price_sensitive,20,3,76.02,kids,checkout_optin,False,IL,2026-04-11
sub_00257,high_intent_browser,4,1,0,electronics,loyalty_signup,False,FL,2026-04-27
sub_00258,high_intent_browser,3,3,61.36,home,checkout_optin,False,CA,2026-04-28
sub_00259,price_sensitive,22,2,63.1,electronics,popup,False,OH,2026-04-09
sub_00260,price_sensitive,16,4,43.0,beauty,checkout_optin,False,OH,2026-04-15
sub_00261,new_subscriber,3,0,23.75,apparel,popup,False,PA,2026-04-28
sub_00262,new_subscriber,3,0,23.12,beauty,paid_social,False,CA,2026-04-28
sub_00263,high_intent_browser,2,0,17.18,kids,popup,False,WA,2026-04-29
sub_00264,price_sensitive,25,1,59.27,electronics,checkout_optin,False,IL,2026-04-06
sub_00265,high_intent_browser,5,0,15.29,apparel,checkout_optin,False,GA,2026-04-26
sub_00266,vip_loyalist,17,22,367.69,apparel,loyalty_signup,True,FL,2026-04-14
sub_00267,post_purchase,9,6,93.92,kids,referral,False,CA,2026-04-22
sub_00268,price_sensitive,27,5,58.01,wellness,checkout_optin,True,NY,2026-04-04
sub_00269,high_intent_browser,5,1,42.42,home,paid_social,False,CA,2026-04-26
sub_00270,high_intent_browser,7,0,32.61,kids,paid_social,False,FL,2026-04-24
sub_00271,new_subscriber,5,1,56.27,kids,checkout_optin,True,NY,2026-04-26
sub_00272,price_sensitive,7,2,77.75,beauty,paid_social,False,FL,2026-04-24
sub_00273,high_intent_browser,5,0,22.19,beauty,popup,False,MA,2026-04-26
sub_00274,new_subscriber,1,0,80.26,apparel,loyalty_signup,False,FL,2026-04-30
sub_00275,post_purchase,9,4,8.44,wellness,loyalty_signup,False,OH,2026-04-22
sub_00276,high_intent_browser,0,0,47.14,electronics,popup,False,OH,2026-05-01
sub_00277,high_intent_browser,4,0,45.46,kids,popup,False,MA,2026-04-27
sub_00278,winback_dormant,109,0,85.9,apparel,popup,False,GA,2026-01-12
sub_00279,high_intent_browser,2,0,22.4,wellness,popup,False,IL,2026-04-29
sub_00280,high_intent_browser,6,1,43.31,home,checkout_optin,True,GA,2026-04-25
sub_00281,winback_dormant,99,15,107.31,apparel,referral,False,TX,2026-01-22
sub_00282,price_sensitive,3,3,101.79,home,checkout_optin,False,OH,2026-04-28
sub_00283,price_sensitive,13,1,79.23,beauty,referral,False,WA,2026-04-18
sub_00284,price_sensitive,8,3,37.51,beauty,loyalty_signup,False,OH,2026-04-23
sub_00285,vip_loyalist,12,30,768.93,home,checkout_optin,True,FL,2026-04-19
sub_00286,price_sensitive,15,5,81.37,apparel,popup,False,NY,2026-04-16
sub_00287,new_subscriber,2,0,55.92,wellness,referral,False,WA,2026-04-29
sub_00288,new_subscriber,3,0,62.74,beauty,referral,False,WA,2026-04-28
sub_00289,high_intent_browser,4,1,57.98,home,paid_social,True,PA,2026-04-27
sub_00290,high_intent_browser,3,0,29.8,apparel,popup,False,OH,2026-04-28
sub_00291,vip_loyalist,7,0,864.5,wellness,checkout_optin,True,MA,2026-04-24
sub_00292,post_purchase,7,7,244.81,kids,referral,False,WA,2026-04-24
sub_00293,price_sensitive,27,2,91.24,electronics,loyalty_signup,True,PA,2026-04-04
sub_00294,price_sensitive,15,5,76.35,electronics,paid_social,False,WA,2026-04-16
sub_00295,price_sensitive,10,5,13.35,home,checkout_optin,False,CA,2026-04-21
sub_00296,high_intent_browser,4,3,28.32,home,paid_social,False,MA,2026-04-27
sub_00297,vip_loyalist,17,8,780.04,electronics,referral,True,WA,2026-04-14
sub_00298,high_intent_browser,4,0,41.57,beauty,popup,False,OH,2026-04-27
sub_00299,price_sensitive,18,2,49.04,beauty,referral,False,PA,2026-04-13
sub_00300,new_subscriber,4,0,24.6,apparel,checkout_optin,False,WA,2026-04-27
sub_00301,winback_dormant,36,10,102.89,apparel,loyalty_signup,False,OH,2026-03-26
sub_00302,post_purchase,6,5,119.2,wellness,checkout_optin,False,CA,2026-04-25
sub_00303,new_subscriber,4,0,25.14,kids,popup,False,CA,2026-04-27
sub_00304,post_purchase,6,7,199.63,apparel,paid_social,True,CA,2026-04-25
sub_00305,high_intent_browser,5,0,35.3,home,paid_social,False,TX,2026-04-26
sub_00306,vip_loyalist,9,24,1246.66,apparel,popup,True,NY,2026-04-22
sub_00307,high_intent_browser,7,2,28.46,electronics,paid_social,False,CA,2026-04-24
sub_00308,new_subscriber,2,0,42.98,home,checkout_optin,True,NY,2026-04-29
sub_00309,post_purchase,9,5,131.85,beauty,referral,False,CA,2026-04-22
sub_00310,high_intent_browser,7,0,53.23,wellness,checkout_optin,False,CA,2026-04-24
sub_00311,high_intent_browser,4,0,29.38,apparel,referral,False,GA,2026-04-27
sub_00312,high_intent_browser,9,0,58.99,kids,paid_social,False,IL,2026-04-22
sub_00313,price_sensitive,22,3,58.28,beauty,popup,False,WA,2026-04-09
sub_00314,price_sensitive,32,4,40.49,home,paid_social,False,WA,2026-03-30
sub_00315,price_sensitive,22,4,71.66,home,paid_social,False,FL,2026-04-09
sub_00316,price_sensitive,13,5,63.66,beauty,checkout_optin,False,NY,2026-04-18
sub_00317,high_intent_browser,5,0,26.43,wellness,referral,False,FL,2026-04-26
sub_00318,high_intent_browser,3,2,3.43,beauty,loyalty_signup,False,OH,2026-04-28
sub_00319,high_intent_browser,8,1,14.61,kids,loyalty_signup,False,PA,2026-04-23
sub_00320,vip_loyalist,9,26,621.52,apparel,paid_social,True,NY,2026-04-22
sub_00321,vip_loyalist,9,20,1574.53,electronics,popup,True,GA,2026-04-22
sub_00322,high_intent_browser,8,1,24.68,beauty,loyalty_signup,False,NY,2026-04-23
sub_00323,high_intent_browser,1,2,18.69,home,checkout_optin,True,IL,2026-04-30
sub_00324,high_intent_browser,4,2,21.78,electronics,checkout_optin,False,TX,2026-04-27
sub_00325,high_intent_browser,6,0,11.65,home,referral,True,PA,2026-04-25
sub_00326,high_intent_browser,6,0,27.36,apparel,loyalty_signup,False,FL,2026-04-25
sub_00327,new_subscriber,2,0,36.26,beauty,referral,False,IL,2026-04-29
sub_00328,high_intent_browser,4,0,6.35,wellness,checkout_optin,False,OH,2026-04-27
sub_00329,high_intent_browser,1,0,45.56,home,popup,True,IL,2026-04-30
